1.000000000000000000e+00,1.261000000000000000e+03
2.000000000000000000e+00,1.376000000000000000e+03
3.000000000000000000e+00,2.154000000000000000e+03
4.000000000000000000e+00,5.733000000000000000e+03
5.000000000000000000e+00,6.136000000000000000e+03
6.000000000000000000e+00,7.707000000000000000e+03
7.000000000000000000e+00,9.364000000000000000e+03
8.000000000000000000e+00,9.441000000000000000e+03
9.000000000000000000e+00,9.953000000000000000e+03
1.000000000000000000e+01,1.060500000000000000e+04
1.100000000000000000e+01,1.061500000000000000e+04
1.200000000000000000e+01,1.343600000000000000e+04
1.300000000000000000e+01,1.464900000000000000e+04
1.400000000000000000e+01,1.494600000000000000e+04
1.500000000000000000e+01,1.522600000000000000e+04
1.600000000000000000e+01,2.000800000000000000e+04
1.700000000000000000e+01,2.058600000000000000e+04
1.800000000000000000e+01,2.298900000000000000e+04
1.900000000000000000e+01,2.361300000000000000e+04
2.000000000000000000e+01,2.516600000000000000e+04
2.100000000000000000e+01,2.610600000000000000e+04
2.200000000000000000e+01,2.620000000000000000e+04
2.300000000000000000e+01,2.622600000000000000e+04
2.400000000000000000e+01,2.703300000000000000e+04
2.500000000000000000e+01,2.863200000000000000e+04
2.600000000000000000e+01,3.071900000000000000e+04
2.700000000000000000e+01,3.137900000000000000e+04
2.800000000000000000e+01,3.221600000000000000e+04
2.900000000000000000e+01,3.240000000000000000e+04
3.000000000000000000e+01,3.254500000000000000e+04
3.100000000000000000e+01,3.406100000000000000e+04
3.200000000000000000e+01,3.522600000000000000e+04
3.300000000000000000e+01,3.870200000000000000e+04
3.400000000000000000e+01,3.955900000000000000e+04
3.500000000000000000e+01,3.983200000000000000e+04
3.600000000000000000e+01,4.124100000000000000e+04
3.700000000000000000e+01,4.130700000000000000e+04
3.800000000000000000e+01,4.149800000000000000e+04
3.900000000000000000e+01,4.215800000000000000e+04
4.000000000000000000e+01,4.268800000000000000e+04
4.100000000000000000e+01,4.414500000000000000e+04
4.200000000000000000e+01,4.470100000000000000e+04
